Case_Number,Date_Filed,Offense_Date,Violation_List_Dispositions,Bindover Description,Bindover Date
24M01889,3/20/24,3/20/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/26/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/26/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/26/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/26/2024",,
24M01890,3/20/24,3/20/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 09/09/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/09/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/09/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/09/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/09/2024",,
24M01891,3/20/24,3/20/24,"42-4-1202 PARKING ON ROADWAY                            - CLASS B TRAFFIC INFRACTION - DISMISSED 07/12/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/12/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/12/2024",,
24M01912,3/20/24,3/20/24,"18-6-401(1),(7)(b)(I) CHILD ABUSE-KNOWINGLY/RECKLESS-NO INJURY      - CLASS 2 MISDEMEANOR - GUILTY 07/09/2024
42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 07/09/2024
42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION - DISMISSED 07/09/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/09/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/09/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/09/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/09/2024
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/09/2024
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/09/2024",,
24M01920,3/21/24,3/21/24,"42-2-101(5) DRIVER'S LICENSE-NOT IN POSSESSION - CLASS B TRAFFIC INFRACTION - DISMISSED 08/09/2024
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 08/09/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/09/2024
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY/AMENDED 08/09/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 08/09/2024",,
24CR01707,3/22/24,3/19/24,42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -,BOUND OVER DC - PRELIM. WAIVED,6/24/24
24M01951,3/22/24,3/22/24,"42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/20/2024
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - GUILTY/AMENDED 08/20/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/20/2024",,
24M01968,3/23/24,3/23/24,"42-4-1204 PARKING ON SIDEWALK - CLASS B TRAFFIC INFRACTION - DISMISSED 07/30/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/30/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY/AMENDED 07/30/2024",,
24M01971,3/23/24,3/23/24,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-3-121(1)(a) REGISTRATION-UNREGISTERED VEHICLE - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -
42-4-603 FAIL OBEY TRAFFIC CONTROL DEVICE - CLASS A TRAFFIC INFRACTION -",,
24M01972,3/23/24,3/23/24,"42-4-1101(1),(12) SPEEDING 40/MORE OVER LIMIT - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION -",,
24M01973,3/23/24,3/23/24,"18-13-122(3)(a);4(a) ALCOHOL-UNDER21- POSSESS/CONSUMP - UNCLASSIFIED PETTY OFFENSE - DISMISSED 09/09/2024
42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 09/09/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/09/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/09/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/09/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/09/2024
42-4-204 HEADLAMPS-FAILURE TO DISPLAY - CLASS A TRAFFIC INFRACTION - DISMISSED 09/09/2024",,
24M01986,3/23/24,3/23/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-802(1) FAIL TO YIELD RIGHT OF WAY/PEDESTRIAN - CLASS A TRAFFIC INFRACTION -",,
24M01989,3/23/24,3/23/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-3-121(1)(b) REGISTRATION-FICTITIOUS PLATE - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED/AMENDED 06/24/2024
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M01992,3/24/24,3/23/24,"42-2-206(1)(a) DRIVING AFTER REVOCATION PROHIBITED  - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE -",,
24M01995,3/24/24,3/24/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M01996,3/24/24,3/24/24,"42-3-202(2)(a) LIC PLATE IMPROP ATTACH OR NOT VISIBLE - CLASS B TRAFFIC INFRACTION - DISMISSED 07/16/2024
42-4-1101(1) SPEEDING 20-24 OVER LIMIT - CLASS A TRAFFIC INFRACTION - DISMISSED 07/16/2024
42-4-1101(3) SPEEDING TOO FAST FOR CONDITIONS - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 07/16/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/16/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/16/2024",,
24M01997,3/24/24,3/24/24,"42-4-1101(8)(b),(12) SPEEDING 25-39 OVER 75 MPH - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-7-422 DRIVING UNDER FRA SUSPENSION - CLASS A TRAFFIC INFRACTION -",,
24M01998,3/24/24,3/24/24,"42-4-1101(1),(12) SPEEDING 40/MORE OVER LIMIT - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-204 HEADLAMPS-FAILURE TO DISPLAY - CLASS A TRAFFIC INFRACTION -",,
24M01999,3/24/24,3/24/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M02002,3/24/24,3/24/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M02009,3/24/24,3/24/24,"42-4-1101(3) SPEEDING TOO FAST FOR CONDITIONS - CLASS A TRAFFIC INFRACTION - DISMISSED 07/19/2024
42-4-1301(1)(a), 42-4-1307(5) DUI DRUGS (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/19/2024
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - DISMISSED 07/19/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/19/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/19/2024
42-4-1604 LEAVING SCENE/ACCIDENT-UNATTENDED VEH         - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/19/2024
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 07/19/2024",,
24M02045,3/26/24,3/26/24,"42-3-114 EXPIRED LIC PLATES 1-29 DAYS - CLASS B TRAFFIC INFRACTION - DISMISSED 10/25/2024
42-4-1006(1) WRONG WAY ON 1-WAY STREET                     - CLASS A TRAFFIC INFRACTION - DISMISSED 10/25/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/25/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/25/2024
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION - DISMISSED 10/25/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/25/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/25/2024",,
24CR01755,3/27/24,3/21/24,"18-4-409(4)(a) MOTOR VEHICLE THEFT 3-OBTAIN/CONTROL - CLASS 5 FELONY -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -",BND OVER DC NO PH ENTITLEMENT,4/23/24
24M02070,3/28/24,3/27/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/26/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/26/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/26/2024",,
24M02071,3/28/24,3/28/24,"42-4-1101(1),(12) SPEEDING 25-39 OVER LIMIT - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/23/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/23/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/23/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/23/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/23/2024
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION - DISMISSED 08/23/2024",,
24M02085,3/28/24,3/24/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 07/22/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/22/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/22/2024
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/22/2024
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 07/22/2024",,
24M02100,3/29/24,3/28/24,"42-4-1008(1) FOLLOWING TOO CLOSELY - CLASS A TRAFFIC INFRACTION - GUILTY/AMENDED 09/27/2024
42-4-1301(1)(a), 42-4-1307(5) DUI DRUGS (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/27/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - GUILTY/AMENDED 09/27/2024
42-4-202(1) UNSAFE OR DEFECTIVE VEHICLE - CLASS A TRAFFIC INFRACTION - DISMISSED 09/27/2024",,
24M02101,3/29/24,3/28/24,"42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION - DISMISSED 10/18/2024
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - GUILTY 10/18/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/18/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/18/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/18/2024
42-4-903 TURNING W/OUT SIGNALING                       - CLASS A TRAFFIC INFRACTION - DISMISSED 10/18/2024",,
24M02102,3/29/24,3/28/24,"42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION - DISMISSED 07/19/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/19/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/19/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/19/2024",,
24M02124,3/29/24,3/29/24,"42-2-101(3) DRIVER'S LICENSE-NOT ON PERSON - CLASS B TRAFFIC INFRACTION -
42-3-113(6) REGISTRATION-NOT IN VEHICLE - UNCLASSIFIED TRAFFIC INFRACTION -
42-3-121(1)(c) REGISTRATION-MISUSE OF PLATES - CLASS B TRAFFIC INFRACTION -
42-4-1008(1) FOLLOWING TOO CLOSELY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI DRUGS (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M02125,3/29/24,3/29/24,"42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -",,
24M02130,3/29/24,3/29/24,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/11/2024
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/11/2024
42-4-1301(2)(a) DUI PER SE-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/11/2024
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION - DISMISSED 09/11/2024
42-7-422 DRIVING UNDER FRA SUSPENSION - CLASS A TRAFFIC INFRACTION - DISMISSED 09/11/2024",,
24M02141,3/30/24,3/30/24,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M02147,3/31/24,3/30/24,"18-12-105(1)(b) CARRYING A CONCEALED WEAPON-GUN - CLASS 1 MISDEMEANOR -
18-12-106(1)(d) POSSESS GUN - UNDER INFLUENCE - CLASS 1 MISDEMEANOR -
42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",,
24M02148,3/31/24,3/30/24,"18-13-122(3)(a);4(a) ALCOHOL-UNDER21- POSSESS/CONSUMP - UNCLASSIFIED PETTY OFFENSE - DISMISSED 08/13/2024
42-4-1008(1) FOLLOWING TOO CLOSELY - CLASS A TRAFFIC INFRACTION - DISMISSED 08/13/2024
42-4-1101(1),(12) SPEEDING 40/MORE OVER LIMIT - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/13/2024
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - GUILTY 08/13/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/13/2024
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 08/13/2024",,
24M02150,3/31/24,3/31/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 08/27/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/27/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 08/27/2024",,
24M02153,3/31/24,3/31/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M02154,3/31/24,3/31/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 07/01/2024
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 07/01/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 07/01/2024",,
24CR01932,4/2/24,3/30/24,42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -,BOUND OVER TO DISTRICT COURT,4/15/24
24CR01969,4/2/24,3/9/24,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,4/10/24
24M02223,4/3/24,4/3/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/10/2024
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE - DISMISSED 09/10/2024",,
24M02245,4/4/24,4/4/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 09/10/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/10/2024",,
24M02248,4/5/24,4/4/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/01/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/01/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/01/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/01/2024",,
24M02249,4/5/24,4/5/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION - DISMISSED 10/04/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/04/2024
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR - GUILTY/AMENDED 10/04/2024",,
24M02251,4/5/24,4/5/24,"18-8-103 RESISTING ARREST - CLASS 2 MISDEMEANOR - DISMISSED 10/14/2024
18-8-104(1)(a) OBSTRUCTING A PEACE OFFICER - CLASS 2 MISDEMEANOR - DISMISSED 10/14/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/14/2024
42-4-1301(1)(a);42-4-1307(3)(b) DRIVING UNDER THE INFLUENCE - .20 OR OVER - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/14/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/14/2024",,
24M02266,4/5/24,4/5/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/01/2024
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/01/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 10/01/2024
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE - DISMISSED 10/01/2024",,
24M02268,4/5/24,4/5/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/12/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 09/12/2024
42-4-701 FAIL TO YIELD RIGHT OF WAY/INTERSECTION       - CLASS A TRAFFIC INFRACTION - DISMISSED 09/12/2024",,
24M02272,4/6/24,4/5/24,"42-3-114 EXPIRED LIC PLATES 30-59 DAYS - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
24M02275,4/6/24,4/6/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
